HBDNO,BULD_REGSTR_PK,TOTAL_REGSTR_PK,BULDGB,REGSTRKD,ARCODE,LEGCD,BUN,JI,RDCODE,RDLEGCD,UNDER_AT,BD_MAIN_BUN,BD_SUB_BUN,CRDE
BS0203117101110001730003000000001,102511024,10251106,2,3,11710,11100,0173,0003,117104169458,11101,0,00011,00000,20220813
BS0102117101110000880000000000002,102511036,10251110,1,2,11710,11100,0088,0000,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880000000000003,102511039,10251110,1,2,11710,11100,0088,0000,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880000000000004,102511040,10251110,1,2,11710,11100,0088,0000,117103123023,11104,0,00448,00000,20240619
BS0102117101110001390000000000005,102511048,10251113,1,2,11710,11100,0139,0000,117104169020,11101,0,00011,00000,20220813
BS0203117101110001540009000000006,102511058,10251117,2,3,11710,11100,0154,0009,117104169458,11101,0,00024,00020,20220813
BS0203117101110001710000000000007,102511061,10251118,2,3,11710,11100,0171,0000,117102123002,11101,0,00058,00000,20220813
BS0203117101110002170000000000008,102511065,10251119,2,3,11710,11100,0217,0000,117104169109,11101,0,00020,00000,20220813
BS0203117101110002170000000000009,102511068,10251119,2,3,11710,11100,0217,0000,117102000006,11102,0,01109,00000,20220813
BS0203117101110001270022000000010,102511177,10251156,2,3,11710,11100,0127,0022,117104169016,11101,0,00005,00008,20220813
BS0203117101110001970000000000011,102511337,10251218,2,3,11710,11100,0197,0000,117104169448,11101,0,00025,00000,20220813
BS0102117101110001670000000000012,102511440,10251232,1,2,11710,11100,0167,0000,117104169447,11101,0,00004,00000,20220813
BS0102117101110001670000000000013,102511441,10251232,1,2,11710,11100,0167,0000,117104169447,11101,0,00004,00000,20220813
BS0102117101110000530000000000014,102511469,10251240,1,2,11710,11100,0053,0000,117104169374,11101,0,00064,00000,20230621
BS0102117101110001410006000000015,102511480,10251245,1,2,11710,11100,0141,0006,117104169200,11101,0,00031,00000,20241106
BS0102117101110000880014000000016,102511486,10251248,1,2,11710,11100,0088,0014,117102123001,11102,0,00232,00000,20220813
BS0102117101110000880014000000017,102511491,10251248,1,2,11710,11100,0088,0014,117102123001,11102,0,00232,00000,20220813
BS0102117101110000880014000000018,102511494,10251248,1,2,11710,11100,0088,0014,117102123001,11102,0,00232,00000,20220813
BS0102117101110000880014000000019,102511500,10251248,1,2,11710,11100,0088,0014,117102123001,11102,0,00232,00000,20220813
BS0102117101110000880002000000020,102511981,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880002000000021,102511984,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880002000000022,102511986,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880002000000023,102511987,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880002000000024,102511988,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20230329
BS0102117101110000880002000000025,102511990,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880002000000026,102511991,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880002000000027,102511993,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20220813
BS0102117101110000880002000000028,102511999,10251347,1,2,11710,11100,0088,0002,117103123023,11104,0,00424,00000,20220813
BS0203117101110001940005000000029,102512033,10251362,2,3,11710,11100,0194,0005,117104169449,11101,0,00018,00000,20220813
BS0102117101110000880015000000030,102512276,10251425,1,2,11710,11100,0088,0015,117102000006,11102,0,01239,00000,20230331
BS0102117101110000880015000000031,102512281,10251425,1,2,11710,11100,0088,0015,117102000006,11102,0,01239,00000,20230331
BS0102117101110000880015000000032,102512282,10251425,1,2,11710,11100,0088,0015,117102000006,11102,0,01239,00000,20250403
BS0102117101110000880015000000033,102512285,10251425,1,2,11710,11100,0088,0015,117102000006,11102,0,01239,00000,20230331
BS0102117101110000890016000000034,102512307,10251434,1,2,11710,11100,0089,0016,117102000006,11102,0,01196,00000,20220813
BS0102117101110000890016000000035,102512308,10251434,1,2,11710,11100,0089,0016,117102000006,11102,0,01196,00000,20220813
BS0102117101110000880003000000036,102512771,10251527,1,2,11710,11100,0088,0003,117103123023,11104,0,00424,00000,20250912
BS0102117101110000880003000000037,102512772,10251527,1,2,11710,11100,0088,0003,117103123023,11104,0,00424,00000,20220813
BS0203117101110000890000000000038,102512796,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000039,102512798,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000040,102512799,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000041,102512801,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000042,102512804,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000043,102512805,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000044,102512806,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000045,102512808,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000046,102512811,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000047,102512812,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000048,102512813,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000049,102512814,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000050,102512815,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000051,102512816,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000052,102512818,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000053,102512820,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000054,102512823,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000055,102512825,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000056,102512828,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000057,102512833,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000058,102512841,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000059,102512843,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000060,102512847,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000061,102512848,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000062,102512849,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000063,102512850,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000064,102512851,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000065,102512852,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000066,102512853,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000067,102512854,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000068,102512859,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000069,102512860,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000070,102512862,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000071,102512865,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000072,102512867,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000073,102512870,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000074,102512874,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000075,102512877,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000076,102512880,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000077,102512885,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000078,102512888,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000079,102512890,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000080,102512896,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000081,102512898,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000082,102512900,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000083,102512903,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000084,102512906,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000085,102512908,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000086,102512909,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110000890000000000087,102512912,10251534,2,3,11710,11100,0089,0000,117102000006,11102,0,01218,00000,20220813
BS0203117101110001660014000000088,102512923,10251538,2,3,11710,11100,0166,0014,117104169023,11101,0,00015,00029,20220813
BS0203117101110001720011000000089,102512928,10251540,2,3,11710,11100,0172,0011,117104169384,11101,0,00065,00000,20220813
BS0203117101110002250000000000090,102512933,10251542,2,3,11710,11100,0225,0000,117103123014,11104,0,00251,00000,20250227
BS0203117101110002270001000000091,102512936,10251543,2,3,11710,11100,0227,0001,117103123014,11104,0,00231,00000,20220813
BS0203117101110002270001000000092,102512937,10251543,2,3,11710,11100,0227,0001,117103123014,11104,0,00231,00000,20220813
BS0102117101110000370000000000093,102513153,10251595,1,2,11710,11100,0037,0000,117104169374,11101,0,00021,00020,20220813
BS0102117101110000890022000000094,102513161,10251600,1,2,11710,11100,0089,0022,117102000006,11102,0,01278,00000,20220813
BS0102117101110000890023000000095,102513162,10251601,1,2,11710,11100,0089,0023,117102000006,11102,0,01264,00000,20220813
BS0102117101110000890023000000096,102513163,10251601,1,2,11710,11100,0089,0023,117102000006,11102,0,01264,00000,20220813
BS0102117101110001100012000000097,102513168,10251603,1,2,11710,11100,0110,0012,117104169380,11101,0,00005,00000,20220813
BS0102117101110001280000000000098,102513169,10251604,1,2,11710,11100,0128,0000,117104169387,11101,0,00029,00000,20220813
BS0102117101110001280000000000099,102513170,10251604,1,2,11710,11100,0128,0000,117104169387,11101,0,00029,00000,20220813
BS0102117101110001280000000000100,102513171,10251604,1,2,11710,11100,0128,0000,117104169387,11101,0,00029,00000,20220813
BS0203117101110001940000000000101,102513181,10251609,2,3,11710,11100,0194,0000,117104169449,11101,0,00014,00000,20220813
BS0203117101110002120008000000102,102513182,10251610,2,3,11710,11100,0212,0008,117104169390,11101,0,00028,00000,20220813
BS0203117101110002120008000000103,102513185,10251610,2,3,11710,11100,0212,0008,117104169390,11101,0,00027,00000,20250418
BS0203117101110002120008000000104,102513186,10251610,2,3,11710,11100,0212,0008,117103123004,11101,0,00030,00000,20220813
BS0203117101110002120008000000105,102513188,10251610,2,3,11710,11100,0212,0008,117104169390,11101,0,00027,00000,20220813
BS0203117101110002120008000000106,102513189,10251610,2,3,11710,11100,0212,0008,117104169390,11101,0,00027,00000,20220813
BS0203117101110002120008000000107,102513190,10251610,2,3,11710,11100,0212,0008,117104169390,11101,0,00028,00000,20220813
BS0203117101110001270027000000108,102513464,,2,3,11710,11100,0127,0027,117104169016,11101,0,00007,00001,20220813
BS0203117101110001270012000000109,102513555,,2,3,11710,11100,0127,0012,117104169387,11101,0,00025,00021,20220813
BS0203117101110001850000000000110,102513560,,2,3,11710,11100,0185,0000,117104169372,11101,0,00002,00027,20250827
BS0102117101110002070001000000111,102513629,,1,2,11710,11100,0207,0001,117104169451,11101,0,00031,00014,20250822
BS0203117101110001030010000000112,102513662,,2,3,11710,11100,0103,0010,117104169378,11101,0,00025,00000,20220813
BS0203117101110001700007000000113,102513713,,2,3,11710,11100,0170,0007,117104169459,11101,0,00018,00000,20220813
BS0203117101110001310016000000114,102513740,,2,3,11710,11100,0131,0016,117104169017,11101,0,00015,00009,20220813
BS0102117101110001350005000000115,102513742,,1,2,11710,11100,0135,0005,117103123001,11103,0,00248,00000,20241107
BS0102117101110001920002000000116,102513758,,1,2,11710,11100,0192,0002,117104169450,11101,0,00004,00015,20220813
BS0203117101110001760010000000117,102513762,,2,3,11710,11100,0176,0010,117104169202,11101,0,00015,00013,20220813
BS0102117101110001300004000000118,102513906,,1,2,11710,11100,0130,0004,117104169387,11101,0,00041,00000,20240821
BS0102117101110001140015000000119,102513959,,1,2,11710,11100,0114,0015,117104169382,11101,0,00005,00033,20220813
BS0102117101110001220000000000120,102513990,,1,2,11710,11100,0122,0000,117104169200,11101,0,00036,00000,20220813
BS0102117101110002230004000000121,102514016,,1,2,11710,11100,0223,0004,117104169388,11101,0,00004,00000,20220813
BS0203117101110001150019000000122,102514030,,2,3,11710,11100,0115,0019,117104169015,11101,0,00027,00000,20220813
BS0203117101110001620017000000123,102514031,,2,3,11710,11100,0162,0017,117104169022,11101,0,00015,00007,20220813
BS0102117101110001190001000000124,102514062,,1,2,11710,11100,0119,0001,117104169200,11101,0,00026,00000,20250507
BS0102117101110001690004000000125,102514125,,1,2,11710,11100,0169,0004,117104169202,11101,0,00037,00000,20231010
BS0102117101110001960018000000126,102514150,,1,2,11710,11100,0196,0018,117104169448,11101,0,00007,00000,20220813
BS0203117101110001480014000000127,102514254,,2,3,11710,11100,0148,0014,117104169380,11101,0,00025,00000,20220813
BS0203117101110001620008000000128,102514306,,2,3,11710,11100,0162,0008,117104169447,11101,0,00027,00001,20220813
BS0102117101110000590005000000129,102514336,,1,2,11710,11100,0059,0005,117104169374,11101,0,00030,00008,20220813
BS0203117101110001530013000000130,102514408,,2,3,11710,11100,0153,0013,117104169458,11101,0,00024,00021,20220813
BS0102117101110002230007000000131,102514419,,1,2,11710,11100,0223,0007,117104169386,11101,0,00027,00000,20220813
BS0203117101110001450036000000132,102514432,,2,3,11710,11100,0145,0036,117104169200,11101,0,00011,00015,20220813
BS0102117101110002070002000000133,102514439,,1,2,11710,11100,0207,0002,117104169451,11101,0,00031,00012,20250827
BS0102117101110001010009000000134,102514511,,1,2,11710,11100,0101,0009,117104169456,11101,0,00055,00000,20220813
BS0102117101110001510008000000135,102514545,,1,2,11710,11100,0151,0008,117104169457,11101,0,00028,00000,20250604
BS0102117101110001490020000000136,102514566,,1,2,11710,11100,0149,0020,117104169200,11101,0,00003,00000,20220813
BS0102117101110001470003000000137,102514654,,1,2,11710,11100,0147,0003,117104169200,11101,0,00015,00000,20220813
BS0203117101110000390002000000138,102514673,,2,3,11710,11100,0039,0002,117104169374,11101,0,00033,00000,20250925
BS0203117101110000890008000000139,102514688,,2,3,11710,11100,0089,0008,117102000006,11102,0,01218,00000,20240112
BS0203117101110001930033000000140,102514703,,2,3,11710,11100,0193,0033,117104169449,11101,0,00017,00000,20220813
BS0102117101110001110009000000141,102514714,,1,2,11710,11100,0111,0009,117104169380,11101,0,00015,00000,20220813
BS0102117101110001510002000000142,102514744,,1,2,11710,11100,0151,0002,117104169199,11101,0,00028,00001,20220813
BS0102117101110001260004000000143,102514755,,1,2,11710,11100,0126,0004,117103123001,11103,0,00234,00000,20220813
BS0102117101110001930003000000144,102514769,,1,2,11710,11100,0193,0003,117104169372,11101,0,00028,00031,20220813
BS0102117101110000490002000000145,102514786,,1,2,11710,11100,0049,0002,117104169374,11101,0,00055,00016,20250122
BS0203117101110001560011000000146,102514817,,2,3,11710,11100,0156,0011,117104169384,11101,0,00051,00001,20220813
BS0102117101110002180031000000147,102514853,,1,2,11710,11100,0218,0031,117104169390,11101,0,00016,00007,20220813
BS0203117101110001270014000000148,102514877,,2,3,11710,11100,0127,0014,117104169387,11101,0,00025,00017,20220813
BS0102117101110001220011000000149,102514884,,1,2,11710,11100,0122,0011,117104169384,11101,0,00008,00003,20220813
BS0102117101110000990012000000150,102514965,,1,2,11710,11100,0099,0012,117104169429,11101,0,00039,00022,20220813
BS0102117101110001780004000000151,102515362,,1,2,11710,11100,0178,0004,117104169202,11101,0,00011,00000,20250529
BS0102117101110001560010000000152,102515379,,1,2,11710,11100,0156,0010,117104169384,11101,0,00053,00000,20250519
BS0203117101110001860014000000153,102515391,,2,3,11710,11100,0186,0014,117104169451,11101,0,00011,00000,20220813
BS0203117101110001590013000000154,102515401,,2,3,11710,11100,0159,0013,117104169202,11101,0,00042,00013,20220813
BS0102117101110001830004000000155,102515427,,1,2,11710,11100,0183,0004,117102123002,11101,0,00130,00000,20220813
BS0102117101110001490011000000156,102515436,,1,2,11710,11100,0149,0011,117103123006,11105,0,00494,00000,20220813
BS0102117101110001910008000000157,102515460,,1,2,11710,11100,0191,0008,117104169372,11101,0,00028,00000,20220813
BS0102117101110001260013000000158,102515478,,1,2,11710,11100,0126,0013,117104169017,11101,0,00006,00000,20220813
BS0102117101110002060008000000159,102515490,,1,2,11710,11100,0206,0008,117104169451,11101,0,00031,00007,20220830
BS0102117101110001460006000000160,102515515,,1,2,11710,11100,0146,0006,117104169200,11101,0,00023,00000,20250630
BS0102117101110001490029000000161,102515562,,1,2,11710,11100,0149,0029,117104169199,11101,0,00025,00000,20250604
BS0102117101110002120002000000162,102515575,,1,2,11710,11100,0212,0002,117103123004,11101,0,00018,00000,20221209
BS0102117101110002130002000000163,102515604,,1,2,11710,11100,0213,0002,117103123004,11101,0,00026,00000,20240605
BS0102117101110000590015000000164,102515665,,1,2,11710,11100,0059,0015,117104169374,11101,0,00030,00016,20220813
BS0102117101110001460008000000165,102515772,,1,2,11710,11100,0146,0008,117104169200,11101,0,00019,00000,20220813
BS0102117101110002120015000000166,102515843,,1,2,11710,11100,0212,0015,117104169390,11101,0,00039,00000,20220813
BS0102117101110001710004000000167,102515859,,1,2,11710,11100,0171,0004,117102123002,11101,0,00066,00000,20220813
BS0102117101110001160003000000168,102515921,,1,2,11710,11100,0116,0003,117104169382,11101,0,00010,00000,20220813
BS0203117101110001550021000000169,102515922,,2,3,11710,11100,0155,0021,117104169020,11101,0,00018,00000,20220813
BS0102117101110001490022000000170,102515980,,1,2,11710,11100,0149,0022,117104169199,11101,0,00017,00000,20250604
BS0102117101110001300005000000171,102515994,,1,2,11710,11100,0130,0005,117104169387,11101,0,00039,00000,20250604
BS0203117101110001050016000000172,102516015,,2,3,11710,11100,0105,0016,117104169429,11101,0,00058,00016,20241112
BS0102117101110002020012000000173,102516025,,1,2,11710,11100,0202,0012,117104169372,11101,0,00015,00000,20220813
BS0102117101110001750006000000174,102516032,,1,2,11710,11100,0175,0006,117104169202,11101,0,00017,00000,20220813
BS0102117101110000930007000000175,102516033,,1,2,11710,11100,0093,0007,117104169429,11101,0,00042,00006,20220813
BS0203117101110000590012000000176,102516088,,2,3,11710,11100,0059,0012,117104169429,11101,0,00019,00011,20220813
BS0203117101110001490045000000177,102516101,,2,3,11710,11100,0149,0045,117104169199,11101,0,00001,00000,20220813
BS0102117101110002060007000000178,102516117,,1,2,11710,11100,0206,0007,117104169451,11101,0,00031,00005,20230915
BS0102117101110001020020000000179,102516156,,1,2,11710,11100,0102,0020,117104169456,11101,0,00037,00000,20220813
BS0203117101110001110004000000180,102516165,,2,3,11710,11100,0111,0004,117104169200,11101,0,00004,00019,20220813
BS0102117101110001030013000000181,102516224,,1,2,11710,11100,0103,0013,117104169429,11101,0,00049,00004,20220813
BS0203117101110001550009000000182,102516263,,2,3,11710,11100,0155,0009,117104169458,11101,0,00031,00000,20220813
BS0203117101110001620016000000183,102516278,,2,3,11710,11100,0162,0016,117104169022,11101,0,00015,00009,20220813
BS0203117101110001320010000000184,102516293,,2,3,11710,11100,0132,0010,117104169022,11101,0,00014,00001,20220813
BS0102117101110001320008000000185,102516320,,1,2,11710,11100,0132,0008,117104169387,11101,0,00053,00000,20241126
BS0203117101110001140001000000186,102516322,,2,3,11710,11100,0114,0001,117104169382,11101,0,00005,00023,20220813
BS0102117101110000580023000000187,102516367,,1,2,11710,11100,0058,0023,117104169431,11101,0,00018,00000,20240624
BS0102117101110002100000000000188,102516380,,1,2,11710,11100,0210,0000,117103123004,11101,0,00013,00000,20241126
BS0102117101110002120000000000189,102516391,,1,2,11710,11100,0212,0000,117103123004,11101,0,00020,00000,20220813
BS0102117101110000630013000000190,102516507,,1,2,11710,11100,0063,0013,117104169429,11101,0,00022,00006,20250416
BS0203117101110001420012000000191,102516566,,2,3,11710,11100,0142,0012,117104169458,11101,0,00045,00000,20220813
BS0102117101110001420011000000192,102516572,,1,2,11710,11100,0142,0011,117104169458,11101,0,00047,00000,20250604
BS0203117101110001550010000000193,102516573,,2,3,11710,11100,0155,0010,117104169458,11101,0,00033,00000,20220813
BS0203117101110001170001000000194,102516598,,2,3,11710,11100,0117,0001,117104169384,11101,0,00009,00025,20220813
BS0203117101110001270002000000195,102516647,,2,3,11710,11100,0127,0002,117104169016,11101,0,00013,00001,20220813
BS0102117101110001000000000000196,102516668,,1,2,11710,11100,0100,0000,117104169429,11101,0,00044,00000,20250911
BS0102117101110000610003000000197,102516678,,1,2,11710,11100,0061,0003,117104169429,11101,0,00021,00016,20240809
BS0203117101110001450057000000198,102516708,,2,3,11710,11100,0145,0057,117104169200,11101,0,00011,00011,20220921
BS0203117101110001750004000000199,102516750,,2,3,11710,11100,0175,0004,117104169202,11101,0,00015,00014,20220813
BS0102117101110001060010000000200,102516772,,1,2,11710,11100,0106,0010,117104169378,11101,0,00026,00001,20220813
BS0102117101110000500013000000201,102516825,,1,2,11710,11100,0050,0013,117104169374,11101,0,00061,00022,20240517
BS0102117101110001050000000000202,102516868,,1,2,11710,11100,0105,0000,117104169429,11101,0,00056,00000,20220813
BS0102117101110002240000000000203,102517020,,1,2,11710,11100,0224,0000,117104169390,11101,0,00016,00000,20230307
BS0102117101110001620003000000204,102517067,,1,2,11710,11100,0162,0003,117104169447,11101,0,00029,00000,20220813
BS0102117101110001050004000000205,102517155,,1,2,11710,11100,0105,0004,117104169429,11101,0,00058,00000,20250317
BS0102117101110000680005000000206,102517180,,1,2,11710,11100,0068,0005,117104169376,11101,0,00007,00008,20220813
BS0203117101110002270015000000207,102517226,,2,3,11710,11100,0227,0015,117104169386,11101,0,00010,00000,20240919
BS0102117101110001240046000000208,102517284,,1,2,11710,11100,0124,0046,117104169200,11101,0,00042,00029,20250604
BS0102117101110000710014000000209,102517290,,1,2,11710,11100,0071,0014,117104169376,11101,0,00004,00000,20250311
BS0102117101110002230001000000210,102517334,,1,2,11710,11100,0223,0001,117104169388,11101,0,00008,00000,20220813
BS0102117101110001040001000000211,102517356,,1,2,11710,11100,0104,0001,117104169429,11101,0,00050,00017,20220813
BS0102117101110002080004000000212,102517431,,1,2,11710,11100,0208,0004,117103123004,11101,0,00031,00000,20220813
BS0203117101110000890004000000213,102517443,,2,3,11710,11100,0089,0004,117102000006,11102,0,01218,00000,20241101
BS0203117101110001690000000000214,102517452,,2,3,11710,11100,0169,0000,117104169459,11101,0,00005,00000,20240227
BS0203117101110001290008000000215,102517476,,2,3,11710,11100,0129,0008,117104169016,11101,0,00005,00018,20220813
BS0203117101110001070002000000216,102517496,,2,3,11710,11100,0107,0002,117104169429,11101,0,00057,00018,20220813
BS0102117101110001150004000000217,102517521,,1,2,11710,11100,0115,0004,117103123014,11104,0,00185,00000,20220813
BS0102117101110001490002000000218,102517538,,1,2,11710,11100,0149,0002,117103123006,11105,0,00468,00001,20220813
BS0203117101110001220009000000219,102517570,,2,3,11710,11100,0122,0009,117104169384,11101,0,00022,00000,20220813
BS0102117101110001830003000000220,102517601,,1,2,11710,11100,0183,0003,117102123002,11101,0,00128,00000,20220813
BS0203117101110001370013000000221,102517621,,2,3,11710,11100,0137,0013,117104169459,11101,0,00043,00000,20220813
BS0203117101110000400003000000222,102517644,,2,3,11710,11100,0040,0003,117103123023,11104,0,00374,00000,20250801
BS0203117101110001440014000000223,102517686,,2,3,11710,11100,0144,0014,117104169199,11101,0,00014,00009,20220813
BS0203117101110001320003000000224,102517697,,2,3,11710,11100,0132,0003,117104169019,11101,0,00013,00000,20220813
BS0102117101110002260012000000225,102517701,,1,2,11710,11100,0226,0012,117103123014,11104,0,00239,00000,20240405
BS0102117101110000700003000000226,102517808,,1,2,11710,11100,0070,0003,117104169375,11101,0,00024,00000,20250905
BS0102117101110000700002000000227,102517832,,1,2,11710,11100,0070,0002,117104169375,11101,0,00022,00000,20220813
BS0203117101110001620013000000228,102517835,,2,3,11710,11100,0162,0013,117104169447,11101,0,00033,00000,20220813
BS0102117101110002180024000000229,102517861,,1,2,11710,11100,0218,0024,117104169109,11101,0,00019,00000,20220813
BS0102117101110001400013000000230,102517906,,1,2,11710,11100,0140,0013,117104169459,11101,0,00042,00000,20220813
BS0102117101110002060004000000231,102517965,,1,2,11710,11100,0206,0004,117104169451,11101,0,00027,00004,20240920
BS0102117101110001840000000000232,102517991,,1,2,11710,11100,0184,0000,117102123002,11101,0,00136,00000,20220813
BS0102117101110001240000000000233,102517992,,1,2,11710,11100,0124,0000,117103123014,11104,0,00191,00000,20230119
BS0203117101110001130018000000234,102517996,,2,3,11710,11100,0113,0018,117104169382,11101,0,00019,00000,20220813
BS0102117101110001480003000000235,102518006,,1,2,11710,11100,0148,0003,117104169200,11101,0,00005,00000,20220813
BS0102117101110001920000000000236,102518027,,1,2,11710,11100,0192,0000,117104169450,11101,0,00004,00011,20250820
BS0203117101110001700025000000237,102518060,,2,3,11710,11100,0170,0025,117104169384,11101,0,00062,00000,20220813
BS0102117101110002070006000000238,102518069,,1,2,11710,11100,0207,0006,117103123004,11101,0,00035,00000,20241105
BS0102117101110000890006000000239,102518221,,1,2,11710,11100,0089,0006,117102000006,11102,0,01240,00000,20220813
BS0203117101110000220005000000240,102518258,,2,3,11710,11100,0022,0005,117103123014,11104,0,00087,00000,20250801
BS0203117101110001300019000000241,102518292,,2,3,11710,11100,0130,0019,117104169387,11101,0,00043,00000,20220813
BS0203117101110001620015000000242,102518312,,2,3,11710,11100,0162,0015,117104169022,11101,0,00011,00000,20220813
BS0203117101110001810000000000243,102518380,,2,3,11710,11100,0181,0000,117102123002,11101,0,00102,00000,20250822
BS0203117101110001530021000000244,102518396,,2,3,11710,11100,0153,0021,117104169458,11101,0,00024,00005,20220813
BS0102117101110000590006000000245,102518421,,1,2,11710,11100,0059,0006,117104169374,11101,0,00030,00010,20250218
BS0102117101110002130007000000246,102518428,,1,2,11710,11100,0213,0007,117104169390,11101,0,00042,00004,20220813
